region,type,sqfeet,beds,baths,comes_furnished,laundry_options,parking_options,cats_allowed,dogs_allowed,price
denver,apartment,800,1,1.0,0,w/d in unit,attached garage,1,1,1253
denver,house,1100,1,1.0,0,w/d hookups,off-street parking,0,0,1450
denver,apartment,1082,2,2.0,0,w/d in unit,off-street parking,1,1,1512
denver,apartment,656,1,1.0,0,w/d in unit,attached garage,1,1,1315
denver,condo,872,1,1.0,1,w/d in unit,off-street parking,1,1,1350
denver,apartment,750,1,1.0,0,laundry on site,off-street parking,1,1,1295
denver,apartment,625,1,1.0,0,laundry in bldg,carport,1,1,1303
denver,apartment,1120,2,2.0,0,w/d in unit,detached garage,1,1,1469
high rockies,apartment,584,1,1.0,0,laundry on site,off-street parking,0,0,1500
denver,apartment,500,1,1.0,0,laundry in bldg,off-street parking,1,0,1035
denver,apartment,650,2,1.0,0,laundry in bldg,off-street parking,1,0,1035
denver,apartment,800,2,1.0,0,no laundry on site,attached garage,0,0,1400
denver,apartment,1147,4,2.0,1,w/d in unit,attached garage,1,1,931
denver,apartment,800,1,1.0,0,w/d in unit,off-street parking,0,0,1250
denver,apartment,1033,2,2.0,0,w/d in unit,off-street parking,1,1,1682
denver,apartment,676,1,1.0,0,w/d in unit,detached garage,1,1,1425
denver,apartment,735,1,1.0,0,w/d in unit,street parking,1,1,1271
denver,house,1560,3,1.0,0,w/d hookups,detached garage,1,1,900
denver,apartment,653,1,1.0,0,w/d in unit,carport,1,1,1099
denver,apartment,1084,1,1.0,0,w/d in unit,off-street parking,1,1,2679
denver,apartment,836,2,1.0,0,w/d in unit,carport,1,1,1480
denver,apartment,630,1,1.0,0,laundry in bldg,off-street parking,1,1,1225
denver,apartment,1324,3,2.0,0,w/d in unit,attached garage,1,1,1999
denver,house,792,3,2.0,0,w/d hookups,attached garage,1,1,729
denver,apartment,1289,3,2.0,0,w/d in unit,detached garage,1,1,2000
denver,apartment,800,2,1.0,0,laundry in bldg,off-street parking,1,1,1360
denver,apartment,707,1,1.0,0,w/d in unit,off-street parking,1,1,1384
denver,apartment,650,1,1.0,0,laundry on site,off-street parking,1,1,899
high rockies,apartment,1100,3,2.0,1,laundry in bldg,attached garage,0,0,2900
denver,apartment,809,2,1.5,0,w/d in unit,off-street parking,1,1,1293
denver,house,2970,5,4.0,0,w/d in unit,attached garage,1,1,2775
denver,apartment,740,1,1.0,0,w/d in unit,detached garage,1,1,1475
denver,apartment,1123,2,2.0,0,w/d in unit,attached garage,1,1,1705
denver,apartment,715,1,1.0,0,w/d in unit,attached garage,1,1,1300
denver,apartment,794,2,1.0,0,laundry on site,street parking,1,1,1254
denver,apartment,651,1,1.0,0,w/d in unit,off-street parking,1,1,1385
denver,apartment,1100,2,2.0,0,w/d in unit,detached garage,1,1,1817
denver,apartment,1000,4,2.0,1,laundry in bldg,street parking,0,0,785
denver,apartment,932,2,2.0,0,w/d in unit,carport,1,1,1500
denver,apartment,644,1,1.0,0,w/d in unit,carport,1,1,1119
denver,apartment,1428,3,2.0,0,w/d in unit,attached garage,1,1,2123
denver,in-law,575,1,1.0,0,no laundry on site,street parking,0,0,950
high rockies,house,1200,2,1.0,0,w/d in unit,carport,0,0,2300
denver,apartment,700,1,1.0,0,w/d in unit,attached garage,1,1,1829
denver,apartment,689,1,1.0,0,laundry in bldg,carport,1,1,1150
denver,apartment,1004,2,2.0,0,w/d in unit,attached garage,1,1,1995
denver,apartment,644,1,1.0,0,w/d in unit,carport,1,1,1325
denver,condo,1898,2,2.5,0,w/d hookups,attached garage,0,1,2450
high rockies,duplex,1040,2,1.0,0,w/d in unit,attached garage,1,1,1500
denver,apartment,820,2,1.0,0,laundry in bldg,off-street parking,1,1,1654
high rockies,apartment,910,2,1.0,0,w/d in unit,off-street parking,1,1,1400
denver,apartment,700,1,1.0,0,laundry on site,off-street parking,1,1,1165
denver,apartment,1224,2,2.0,0,w/d in unit,attached garage,1,1,2263
denver,apartment,808,1,1.0,0,w/d in unit,off-street parking,1,1,1270
denver,apartment,630,1,1.0,0,w/d in unit,attached garage,1,1,1451
denver,apartment,690,1,1.0,0,w/d in unit,off-street parking,1,1,1330
denver,apartment,1360,2,2.0,0,w/d in unit,attached garage,1,1,1887
denver,house,1662,4,3.0,0,w/d hookups,attached garage,1,1,1099
denver,apartment,1244,2,2.0,0,w/d in unit,detached garage,1,1,1729
denver,apartment,572,1,1.0,0,w/d in unit,detached garage,1,1,1546
denver,house,1486,3,3.0,0,w/d hookups,attached garage,0,0,2300
denver,condo,742,1,1.0,1,w/d in unit,off-street parking,1,1,1550
denver,apartment,853,1,1.0,0,w/d in unit,off-street parking,1,1,1495
denver,apartment,1095,2,2.0,0,w/d in unit,off-street parking,1,1,1499
denver,condo,1000,2,2.0,0,laundry in bldg,off-street parking,1,1,1800
denver,apartment,1078,2,2.0,0,w/d in unit,detached garage,1,1,2048
denver,apartment,1000,2,2.0,1,w/d in unit,attached garage,0,0,2300
denver,apartment,860,1,1.0,0,w/d in unit,off-street parking,1,1,1377
eastern CT,apartment,607,2,1.0,0,w/d in unit,off-street parking,1,1,1170
denver,apartment,1093,2,1.0,0,w/d in unit,off-street parking,1,1,1621
denver,apartment,973,2,1.0,0,w/d in unit,attached garage,1,1,1815
denver,apartment,1100,2,2.0,0,w/d in unit,attached garage,1,1,2000
denver,apartment,645,1,1.0,0,w/d in unit,detached garage,1,1,1522
denver,duplex,1100,2,1.0,0,w/d in unit,attached garage,0,0,1900
denver,apartment,1200,2,1.5,0,laundry in bldg,off-street parking,0,0,1800
denver,apartment,1432,3,2.0,0,w/d hookups,carport,0,0,1695
denver,apartment,1277,3,2.0,0,w/d in unit,detached garage,1,1,2478
denver,house,3086,3,3.0,0,w/d in unit,attached garage,1,1,2780
denver,house,2684,5,3.0,0,w/d hookups,attached garage,1,1,1825
denver,apartment,1100,2,1.0,0,laundry in bldg,off-street parking,0,0,1750
denver,house,1465,3,2.0,0,w/d hookups,attached garage,1,1,1558
denver,apartment,880,1,1.0,0,w/d in unit,off-street parking,1,1,1556
denver,apartment,800,1,1.0,0,laundry in bldg,attached garage,1,1,1336
denver,apartment,805,1,1.0,0,w/d in unit,attached garage,1,1,1920
denver,apartment,1432,3,2.0,0,laundry on site,carport,0,0,1695
denver,townhouse,972,2,1.5,0,w/d hookups,attached garage,0,0,1630
denver,apartment,700,1,1.0,1,w/d in unit,attached garage,1,1,1500
western slope,house,1150,3,2.0,0,w/d in unit,attached garage,0,0,1200
denver,apartment,300,1,1.0,1,laundry in bldg,off-street parking,0,0,1195
denver,house,2255,4,2.5,0,w/d hookups,attached garage,0,0,606
denver,apartment,680,1,1.0,0,laundry on site,off-street parking,1,1,1145
denver,apartment,857,1,1.0,0,w/d in unit,detached garage,1,1,1635
hartford,apartment,1200,3,2.0,0,w/d hookups,off-street parking,0,0,1300
denver,apartment,689,1,1.0,0,laundry in bldg,detached garage,1,1,1580
denver,apartment,1260,2,2.0,0,w/d in unit,attached garage,1,1,3370
denver,apartment,690,2,1.0,0,laundry in bldg,off-street parking,1,1,1191
denver,apartment,706,1,1.0,0,w/d in unit,off-street parking,1,1,1253
denver,apartment,950,2,1.0,0,laundry on site,carport,1,1,1208
denver,house,1541,3,2.0,0,w/d in unit,attached garage,0,1,2000
denver,apartment,770,2,1.0,0,laundry in bldg,off-street parking,0,0,1275
denver,condo,873,2,1.0,0,laundry in bldg,off-street parking,1,1,1500
denver,apartment,586,1,1.0,0,laundry in bldg,off-street parking,1,1,1025
denver,apartment,577,1,1.0,0,laundry in bldg,off-street parking,0,0,950
denver,apartment,1081,2,2.0,0,w/d in unit,off-street parking,1,1,1670
denver,house,2800,4,2.0,0,w/d in unit,detached garage,0,0,2800
denver,apartment,1653,2,2.0,0,w/d in unit,detached garage,1,1,4090
denver,apartment,1100,2,2.0,0,w/d in unit,carport,1,1,1650
denver,house,2292,4,4.0,0,w/d hookups,attached garage,0,0,2450
denver,duplex,1750,3,2.0,0,w/d hookups,off-street parking,1,1,1795
jacksonville,apartment,760,1,1.0,0,w/d in unit,off-street parking,1,1,929
denver,apartment,660,1,1.0,0,w/d in unit,attached garage,1,1,1699
denver,apartment,892,1,1.0,0,w/d in unit,attached garage,1,1,1916
denver,apartment,1700,3,3.0,0,laundry in bldg,detached garage,0,0,2800
denver,townhouse,944,2,1.5,0,w/d in unit,attached garage,1,1,1495
jacksonville,apartment,915,2,2.0,0,w/d in unit,off-street parking,1,1,1079
denver,apartment,783,1,1.0,0,w/d in unit,off-street parking,1,1,1469
denver,condo,517,1,1.0,1,w/d in unit,attached garage,1,1,800
denver,townhouse,1347,2,2.0,0,w/d in unit,attached garage,1,1,2581
denver,house,1300,2,2.5,0,w/d in unit,off-street parking,0,1,2525
denver,apartment,750,1,1.0,0,laundry on site,off-street parking,1,1,1530
denver,apartment,1002,2,2.0,0,w/d in unit,attached garage,1,1,2269
denver,apartment,2283,3,2.0,0,w/d in unit,attached garage,1,1,7793
denver,in-law,550,1,1.0,0,laundry on site,off-street parking,0,0,975
denver,townhouse,1600,3,2.0,0,w/d hookups,detached garage,0,0,1675
denver,apartment,1005,2,2.0,0,w/d in unit,attached garage,1,1,2080
denver,condo,1054,2,1.0,0,w/d in unit,detached garage,1,1,1700
denver,apartment,1197,2,2.0,0,w/d in unit,attached garage,1,1,2249
denver,apartment,1289,3,2.0,0,w/d in unit,detached garage,1,1,2672
jacksonville,apartment,600,1,1.0,0,w/d in unit,off-street parking,1,1,916
denver,apartment,700,1,1.0,0,laundry on site,off-street parking,1,1,1405
western slope,apartment,700,1,1.0,1,w/d in unit,street parking,0,0,1300
denver,apartment,535,1,1.0,0,laundry on site,off-street parking,1,0,1338
denver,apartment,720,1,1.0,0,laundry on site,off-street parking,1,1,1195
denver,duplex,2000,4,3.0,0,w/d in unit,attached garage,0,1,5600
denver,apartment,1255,3,2.0,0,w/d in unit,off-street parking,1,1,1965
denver,apartment,680,1,1.0,0,laundry on site,off-street parking,1,1,1120
eastern CT,apartment,1020,2,1.0,0,laundry in bldg,off-street parking,1,1,1275
ocala,house,864,2,2.0,0,w/d in unit,attached garage,1,1,975
denver,apartment,962,2,2.0,0,w/d in unit,detached garage,1,1,1890
eastern CT,apartment,875,2,1.0,0,laundry on site,off-street parking,1,1,1228
denver,house,1450,3,2.5,0,w/d hookups,attached garage,0,0,2200
denver,apartment,1000,2,2.0,0,laundry on site,off-street parking,1,1,1725
hartford,apartment,1000,2,1.0,0,w/d hookups,off-street parking,0,0,1200
fort collins / north CO,apartment,2629,4,3.0,0,w/d in unit,attached garage,0,1,1950
fort collins / north CO,apartment,615,1,1.0,0,laundry in bldg,off-street parking,1,1,975
denver,apartment,680,1,1.0,0,w/d in unit,attached garage,1,1,1577
fort collins / north CO,apartment,965,1,1.0,0,w/d in unit,street parking,0,0,995
fort collins / north CO,house,2888,4,3.0,0,w/d hookups,attached garage,0,0,2095
denver,apartment,783,1,1.0,0,w/d in unit,off-street parking,1,1,1407
denver,apartment,645,2,1.0,0,laundry on site,off-street parking,1,1,1156
fort collins / north CO,townhouse,1416,3,2.5,0,w/d hookups,attached garage,1,1,1745
denver,house,1600,4,2.0,0,w/d hookups,attached garage,0,0,2000
hartford,house,1700,3,1.5,0,w/d hookups,attached garage,0,0,1675
denver,apartment,645,1,1.0,0,w/d in unit,detached garage,1,1,1573
denver,apartment,775,2,1.0,0,laundry on site,off-street parking,1,1,1335
denver,apartment,707,1,1.0,0,w/d in unit,detached garage,1,1,1083
denver,apartment,700,1,1.0,1,w/d in unit,off-street parking,0,0,1750
denver,apartment,760,2,1.0,0,laundry in bldg,off-street parking,1,1,1249
"washington, DC",apartment,1120,3,3.0,0,w/d in unit,street parking,0,0,1800
denver,apartment,637,1,1.0,0,w/d in unit,detached garage,1,1,1839
denver,apartment,480,1,1.0,0,laundry in bldg,off-street parking,1,1,1139
denver,apartment,1015,2,1.0,0,laundry on site,off-street parking,1,1,1515
denver,apartment,550,1,1.0,0,laundry on site,street parking,1,0,975
denver,condo,1650,2,2.5,0,w/d in unit,attached garage,0,0,3000
denver,apartment,1650,2,2.5,0,w/d in unit,attached garage,0,0,3000
denver,house,1750,3,2.0,0,w/d in unit,detached garage,0,0,3400
"washington, DC",apartment,1116,2,2.0,1,w/d in unit,attached garage,1,1,2360
denver,apartment,1670,3,2.0,0,w/d in unit,detached garage,0,0,3400
denver,house,1670,3,2.0,0,w/d in unit,detached garage,0,0,3400
denver,apartment,750,1,1.0,0,w/d in unit,attached garage,1,1,2100
western slope,apartment,675,1,1.0,0,laundry on site,off-street parking,0,0,750
denver,apartment,1650,3,2.0,0,w/d in unit,detached garage,0,0,3200
denver,apartment,1650,3,2.0,0,w/d in unit,attached garage,0,0,3200
denver,apartment,905,2,2.0,0,w/d in unit,attached garage,1,1,1999
western slope,house,2300,4,2.5,1,laundry in bldg,street parking,0,1,500
denver,apartment,1289,3,2.0,0,w/d in unit,detached garage,1,1,2036
denver,duplex,850,2,1.0,0,w/d in unit,off-street parking,0,1,1550
denver,apartment,650,1,1.0,0,laundry on site,off-street parking,1,1,1185
hartford,apartment,1000,2,1.0,0,w/d in unit,off-street parking,1,1,950
denver,apartment,584,1,1.0,0,w/d in unit,attached garage,1,1,1608
daytona beach,apartment,1146,2,2.0,0,w/d in unit,off-street parking,1,1,1159
denver,apartment,944,2,2.0,0,w/d in unit,carport,1,1,1527
denver,townhouse,780,2,1.0,0,laundry on site,off-street parking,1,1,1450
denver,condo,1334,2,2.0,0,w/d in unit,attached garage,0,0,1850
denver,apartment,1157,2,2.0,0,w/d in unit,off-street parking,1,1,1725
denver,townhouse,1268,2,2.5,0,w/d in unit,attached garage,1,1,2575
denver,apartment,690,1,1.0,0,laundry on site,off-street parking,1,1,1135
denver,duplex,2500,5,3.0,0,w/d in unit,attached garage,0,1,6000
denver,house,1979,2,1.0,0,laundry in bldg,attached garage,1,1,1500
denver,house,1102,3,1.5,0,w/d in unit,attached garage,1,1,2260
denver,apartment,1102,3,1.5,0,w/d in unit,attached garage,1,1,2260
denver,condo,968,2,2.0,0,laundry in bldg,attached garage,0,0,1875
denver,apartment,750,1,1.0,0,laundry on site,off-street parking,1,1,1395
denver,condo,1400,2,1.0,1,w/d in unit,attached garage,1,1,2950
denver,apartment,1595,3,3.5,0,w/d in unit,attached garage,1,1,2800
denver,condo,1105,1,1.0,1,w/d in unit,attached garage,0,0,3200
denver,apartment,1004,2,2.0,0,laundry in bldg,off-street parking,1,0,1900
denver,apartment,950,2,2.0,0,w/d in unit,off-street parking,1,1,1430
denver,apartment,1151,2,2.0,0,w/d in unit,attached garage,1,1,3698
denver,apartment,886,2,2.0,0,w/d in unit,attached garage,1,1,2100
denver,apartment,750,1,1.0,0,laundry on site,off-street parking,1,1,1310
western slope,townhouse,1152,2,1.5,0,w/d in unit,off-street parking,0,0,825
denver,condo,1376,2,2.0,0,w/d in unit,attached garage,1,1,2800
denver,apartment,950,2,2.0,0,w/d in unit,carport,1,1,1499
denver,apartment,1089,2,2.0,0,w/d in unit,off-street parking,1,1,1799
denver,apartment,682,1,1.0,0,w/d in unit,detached garage,1,1,1616
denver,apartment,960,2,2.0,0,w/d in unit,off-street parking,1,1,1349
denver,apartment,1000,2,2.0,0,laundry in bldg,carport,1,1,1475
denver,apartment,490,1,1.0,0,laundry in bldg,off-street parking,1,1,1201
denver,apartment,475,1,1.0,0,laundry in bldg,off-street parking,1,1,1204
denver,apartment,663,1,1.0,0,laundry in bldg,carport,1,1,1375
hartford,apartment,1000,3,1.0,0,w/d in unit,off-street parking,1,1,950
denver,apartment,460,1,1.0,0,laundry in bldg,off-street parking,1,1,959
denver,apartment,1037,3,2.0,0,laundry on site,off-street parking,1,1,1390
denver,apartment,900,2,1.0,0,laundry in bldg,off-street parking,1,1,1300
denver,apartment,1160,2,2.0,0,laundry in bldg,off-street parking,1,1,1295
denver,apartment,896,1,1.0,0,w/d in unit,detached garage,1,1,1745
denver,apartment,1040,2,2.0,0,w/d in unit,attached garage,1,1,1384
denver,apartment,717,1,1.0,0,w/d in unit,off-street parking,1,1,1609
denver,apartment,1449,2,2.0,0,w/d in unit,off-street parking,1,1,2650
denver,apartment,1261,2,2.0,0,w/d in unit,attached garage,1,1,2815
denver,apartment,646,1,1.0,0,w/d in unit,detached garage,1,1,1160
denver,house,1800,3,3.0,0,w/d hookups,attached garage,0,0,700
denver,apartment,637,1,1.0,0,w/d in unit,detached garage,1,1,1511
denver,apartment,690,2,1.0,0,laundry in bldg,off-street parking,1,1,1215
denver,apartment,773,1,1.0,0,w/d in unit,carport,1,1,1545
denver,apartment,1081,2,2.0,0,w/d in unit,off-street parking,1,1,1655
pueblo,apartment,840,2,1.0,0,w/d hookups,off-street parking,0,0,750
denver,apartment,869,1,1.0,0,w/d in unit,detached garage,1,1,2388
denver,apartment,1081,2,2.0,0,w/d in unit,off-street parking,1,1,1650
denver,apartment,698,1,1.0,0,w/d in unit,detached garage,1,1,1659
denver,apartment,1022,2,2.0,0,w/d in unit,detached garage,1,1,1559
denver,apartment,818,2,1.0,0,laundry on site,off-street parking,0,0,1160
denver,apartment,1059,2,2.0,0,w/d in unit,detached garage,1,1,1513
denver,apartment,713,1,1.0,0,w/d in unit,detached garage,1,1,1545
denver,apartment,1369,3,2.0,0,w/d in unit,detached garage,1,1,2116
denver,apartment,796,1,1.0,0,w/d in unit,off-street parking,1,1,1354
denver,apartment,1100,2,2.0,0,w/d in unit,attached garage,1,1,2065
denver,apartment,783,1,1.0,0,w/d in unit,off-street parking,1,1,1494
denver,apartment,1027,2,2.0,0,w/d in unit,off-street parking,1,1,1573
denver,apartment,916,1,1.0,0,w/d in unit,off-street parking,1,1,1592
denver,apartment,1060,2,2.0,0,w/d in unit,detached garage,1,1,1489
denver,apartment,797,1,1.0,0,laundry in bldg,attached garage,1,1,1570
denver,apartment,560,1,1.0,0,laundry in bldg,street parking,1,1,1125
denver,apartment,624,1,1.0,0,laundry in bldg,street parking,1,1,1115
denver,apartment,1397,2,2.0,0,w/d in unit,attached garage,1,1,1855
denver,apartment,960,2,1.0,0,w/d in unit,off-street parking,1,1,1525
hartford,house,1131,3,2.0,0,w/d in unit,attached garage,1,1,900
denver,house,2564,4,3.0,0,w/d in unit,attached garage,1,1,1345
fort collins / north CO,apartment,880,1,1.0,0,w/d in unit,off-street parking,1,1,1460
denver,apartment,1183,3,2.0,0,laundry on site,street parking,1,1,1730
denver,apartment,1022,1,1.0,0,w/d in unit,attached garage,1,1,1760
denver,apartment,1458,3,2.0,0,w/d in unit,attached garage,1,1,2235
denver,apartment,725,1,1.0,0,w/d in unit,off-street parking,1,1,1378
denver,apartment,926,2,1.0,0,w/d in unit,carport,1,1,1377
fort collins / north CO,apartment,838,1,1.0,0,w/d in unit,attached garage,1,1,1444
denver,apartment,1027,2,2.0,0,w/d in unit,off-street parking,1,1,1588
denver,apartment,1276,3,2.0,0,w/d in unit,off-street parking,1,1,2060
denver,apartment,1042,2,2.0,0,w/d in unit,attached garage,1,1,1610
denver,apartment,950,2,2.0,0,w/d in unit,off-street parking,1,1,1599
denver,apartment,920,2,1.0,0,w/d in unit,off-street parking,1,0,1525
denver,apartment,937,2,1.0,0,w/d in unit,off-street parking,1,1,1532
denver,apartment,937,2,1.0,0,w/d in unit,off-street parking,1,1,1517
denver,apartment,632,1,1.0,0,laundry in bldg,off-street parking,1,1,1236
denver,apartment,511,1,1.0,0,laundry on site,off-street parking,1,1,1133
denver,apartment,1262,2,2.0,0,w/d in unit,attached garage,1,1,1935
denver,apartment,491,1,1.0,0,laundry in bldg,off-street parking,1,1,1151
denver,apartment,741,1,1.0,0,w/d in unit,detached garage,1,1,1298
denver,apartment,1336,3,2.0,0,w/d in unit,attached garage,1,1,2100
denver,apartment,775,2,1.0,0,laundry on site,off-street parking,1,1,1244
denver,apartment,1212,2,2.0,0,w/d in unit,attached garage,1,1,2161
denver,apartment,1236,2,2.0,0,w/d in unit,off-street parking,1,1,1986
denver,apartment,1323,2,2.0,0,w/d in unit,attached garage,1,1,1960
denver,apartment,567,1,1.0,0,laundry in bldg,street parking,1,1,1120
denver,apartment,900,1,1.0,0,laundry in bldg,street parking,1,0,995
denver,apartment,645,1,1.0,0,w/d in unit,detached garage,1,1,1869
denver,apartment,791,1,1.0,0,w/d in unit,off-street parking,1,1,1600
denver,apartment,850,2,1.0,0,w/d in unit,carport,1,1,1499
fort collins / north CO,house,2146,4,4.0,0,w/d hookups,attached garage,0,0,586
denver,apartment,1351,2,2.0,0,w/d in unit,attached garage,1,1,2435
denver,apartment,567,1,1.0,0,laundry in bldg,street parking,1,1,1110
fort collins / north CO,apartment,1185,2,2.0,0,w/d in unit,off-street parking,1,1,1559
denver,apartment,1279,2,2.5,0,w/d in unit,attached garage,1,1,1825
denver,apartment,624,1,1.0,0,laundry in bldg,off-street parking,1,1,1389
denver,apartment,1819,3,2.0,0,w/d in unit,attached garage,1,1,4239
eastern CT,duplex,1446,2,1.5,0,w/d in unit,attached garage,0,0,1500
denver,apartment,1093,2,2.0,0,w/d in unit,off-street parking,1,1,1584
daytona beach,apartment,916,2,1.0,0,w/d in unit,off-street parking,1,1,937
denver,apartment,750,1,1.0,0,w/d in unit,carport,1,1,1192
denver,apartment,775,2,1.0,0,laundry in bldg,off-street parking,1,1,1244
denver,apartment,640,1,1.0,0,laundry in bldg,street parking,1,1,1080
denver,apartment,670,1,1.0,0,w/d in unit,attached garage,1,1,1435
denver,apartment,700,2,1.0,0,laundry in bldg,off-street parking,0,0,1200
denver,house,3404,3,3.0,0,w/d in unit,attached garage,1,1,2680
fort collins / north CO,apartment,790,2,2.0,0,laundry on site,off-street parking,1,1,1395
denver,apartment,700,1,1.0,0,w/d in unit,off-street parking,1,1,1341
new haven,house,1645,3,2.0,0,w/d in unit,attached garage,1,1,850
denver,apartment,1050,2,2.0,0,w/d in unit,carport,1,1,1440
denver,apartment,720,1,1.0,0,w/d in unit,off-street parking,1,1,1269
denver,apartment,700,2,1.0,0,laundry on site,off-street parking,0,0,1175
denver,apartment,600,1,1.0,0,laundry on site,off-street parking,0,0,850
eastern CO,house,2698,5,3.0,0,w/d hookups,attached garage,1,1,1619
denver,apartment,650,1,1.0,0,laundry on site,off-street parking,0,0,925
denver,apartment,680,1,1.0,0,laundry in bldg,off-street parking,0,0,1123
denver,house,3700,5,4.0,0,w/d in unit,attached garage,1,1,2900
eastern CO,house,2168,4,2.5,0,w/d hookups,attached garage,1,1,1799
eastern CO,house,1500,3,1.0,0,w/d in unit,detached garage,0,0,1100
eastern CO,cottage/cabin,750,2,1.0,0,w/d hookups,detached garage,0,0,750
eastern CO,house,1274,4,2.0,0,w/d hookups,detached garage,0,1,1400
eastern CO,house,3200,6,3.0,0,w/d hookups,attached garage,1,1,2800
eastern CO,house,1869,3,2.5,0,w/d hookups,attached garage,1,1,1389
eastern CO,house,2000,5,2.0,0,w/d hookups,attached garage,1,1,1575
eastern CO,house,2168,4,2.5,0,w/d hookups,attached garage,1,1,1509
eastern CO,house,1473,3,2.0,0,w/d hookups,attached garage,1,1,1559
eastern CO,house,1473,3,2.0,0,w/d hookups,attached garage,1,1,1699
eastern CO,house,1869,3,2.5,0,w/d hookups,attached garage,1,1,1709
eastern CO,house,2168,4,2.5,0,w/d hookups,attached garage,1,1,1879
eastern CO,house,2698,5,3.0,0,w/d hookups,attached garage,1,1,2019
eastern CO,house,1869,3,2.5,0,w/d hookups,attached garage,1,1,1739
eastern CO,house,1473,3,2.0,0,w/d hookups,attached garage,1,1,1359
daytona beach,apartment,700,1,1.0,0,w/d in unit,off-street parking,1,1,899
eastern CO,house,1869,3,2.5,0,w/d hookups,attached garage,1,1,1419
eastern CO,duplex,1000,3,1.5,0,w/d hookups,off-street parking,1,1,1000
eastern CO,house,1473,3,2.0,0,w/d hookups,attached garage,1,1,1399
eastern CO,house,2698,5,3.0,0,w/d hookups,attached garage,1,1,1609
eastern CO,house,2168,4,2.5,0,w/d hookups,attached garage,1,1,1499
eastern CO,house,1870,3,2.5,0,w/d hookups,attached garage,1,1,1736
eastern CO,apartment,650,1,1.0,0,laundry in bldg,off-street parking,1,1,4165
eastern CO,house,2168,4,2.5,0,w/d hookups,attached garage,1,1,1679
eastern CO,house,1473,3,2.0,0,w/d hookups,attached garage,1,1,1669
eastern CO,house,2698,5,3.0,0,w/d hookups,attached garage,1,1,1589
eastern CO,apartment,1800,3,1.0,0,w/d in unit,attached garage,1,1,1700
fort collins / north CO,house,2191,4,4.0,0,w/d hookups,attached garage,0,0,605
eastern CO,house,1465,3,2.0,0,w/d hookups,attached garage,1,1,1659
eastern CO,house,1800,3,1.0,0,laundry in bldg,carport,1,1,1700
eastern CO,apartment,1000,3,1.5,0,laundry in bldg,off-street parking,0,1,785
eastern CO,house,2684,5,3.0,0,w/d hookups,attached garage,1,1,1859
hartford,apartment,250,2,1.0,0,no laundry on site,street parking,1,0,630
eastern CO,house,1473,3,2.0,0,w/d hookups,attached garage,1,1,1659
eastern CO,house,1468,3,2.0,0,w/d hookups,attached garage,1,1,1659
eastern CO,house,1250,3,1.5,0,w/d hookups,attached garage,1,1,1399
fort collins / north CO,apartment,600,1,1.0,1,laundry on site,off-street parking,0,0,1322
eastern CO,apartment,1468,3,2.0,0,w/d hookups,attached garage,1,1,1659
eastern CO,apartment,817,1,1.0,0,w/d in unit,detached garage,1,1,1266
fort collins / north CO,apartment,550,1,1.0,0,laundry on site,off-street parking,0,0,1372
fort collins / north CO,apartment,1109,2,2.0,0,w/d in unit,attached garage,1,1,1699
fort collins / north CO,apartment,1327,3,2.0,0,w/d in unit,detached garage,1,1,1878
fort collins / north CO,townhouse,1300,3,2.5,0,w/d in unit,detached garage,1,1,1850
fort collins / north CO,house,2064,3,3.0,0,w/d in unit,attached garage,0,0,1700
hartford,apartment,960,2,1.0,1,laundry in bldg,attached garage,1,1,1195
fort collins / north CO,condo,848,2,1.0,0,w/d in unit,off-street parking,1,1,1195
fort collins / north CO,apartment,1125,2,2.0,0,w/d in unit,off-street parking,1,1,1451
fort collins / north CO,apartment,1104,2,2.0,0,w/d in unit,detached garage,1,1,1600
fort collins / north CO,apartment,994,2,2.0,0,laundry in bldg,carport,1,1,1365
fort collins / north CO,townhouse,900,2,1.5,0,w/d hookups,carport,0,0,1195
fort collins / north CO,apartment,1128,2,2.0,0,w/d in unit,off-street parking,1,1,1620
fort collins / north CO,apartment,720,2,1.0,0,laundry on site,off-street parking,0,0,995
fort collins / north CO,townhouse,900,2,1.5,0,w/d hookups,carport,0,0,1250
fort collins / north CO,apartment,450,1,1.0,0,laundry on site,street parking,0,0,945
fort collins / north CO,apartment,703,1,1.0,0,w/d in unit,off-street parking,1,0,1140
fort collins / north CO,apartment,313,1,1.0,0,laundry on site,off-street parking,0,0,1322
fort collins / north CO,apartment,703,1,1.0,0,w/d hookups,off-street parking,1,0,1120
new haven,house,2100,7,3.0,0,w/d in unit,off-street parking,0,0,7000
fort collins / north CO,apartment,780,1,1.0,0,w/d in unit,detached garage,1,1,1341
fort collins / north CO,apartment,1000,2,1.0,0,no laundry on site,off-street parking,0,0,1150
fort collins / north CO,house,2100,4,2.0,0,w/d hookups,attached garage,0,0,1800
fort collins / north CO,apartment,1146,2,2.0,0,w/d in unit,detached garage,1,1,1501
fort collins / north CO,apartment,771,1,1.0,0,w/d in unit,detached garage,1,1,1313
fort collins / north CO,apartment,550,1,1.0,0,laundry on site,off-street parking,0,0,1327
fort collins / north CO,apartment,1256,3,2.0,0,w/d in unit,attached garage,1,1,2113
new haven,apartment,900,2,1.0,0,laundry in bldg,off-street parking,0,0,1100
fort collins / north CO,apartment,1073,2,2.0,0,w/d in unit,attached garage,1,1,1588
fort collins / north CO,apartment,808,1,1.0,0,w/d in unit,off-street parking,1,1,1273
