region,type,sqfeet,beds,baths,comes_furnished,laundry_options,parking_options,cats_allowed,dogs_allowed,price
boston,apartment,800,2,1.0,0,laundry in bldg,off-street parking,1,1,2800
boston,apartment,497,1,1.0,0,laundry in bldg,off-street parking,1,0,2350
boston,apartment,600,1,1.0,1,no laundry on site,off-street parking,0,0,2100
boston,apartment,1100,3,2.0,0,w/d in unit,street parking,0,0,3100
boston,apartment,1300,3,3.0,0,laundry on site,off-street parking,1,0,3100
boston,house,1650,3,3.0,0,w/d in unit,off-street parking,1,1,2950
boston,apartment,625,1,1.0,0,laundry in bldg,off-street parking,1,0,2100
boston,apartment,1300,2,1.0,0,laundry in bldg,off-street parking,1,0,3200
boston,apartment,670,2,1.0,0,laundry in bldg,off-street parking,1,0,1650
boston,apartment,1625,1,1.0,0,laundry in bldg,off-street parking,1,0,1350
boston,apartment,650,1,1.0,0,laundry in bldg,off-street parking,0,0,1500
boston,apartment,1090,2,2.0,0,w/d in unit,off-street parking,0,0,2300
boston,apartment,450,1,1.0,0,laundry on site,off-street parking,1,0,2100
boston,apartment,610,1,1.0,0,laundry on site,off-street parking,1,0,1875
boston,apartment,690,2,1.0,0,laundry on site,street parking,1,1,2600
boston,apartment,1200,2,1.0,0,laundry on site,detached garage,1,1,2100
boston,apartment,1000,1,1.0,0,w/d in unit,off-street parking,0,0,1750
boston,apartment,960,2,1.0,0,w/d in unit,off-street parking,1,1,1980
boston,apartment,1100,2,2.0,0,w/d hookups,attached garage,1,1,3200
boston,apartment,600,1,1.0,0,laundry in bldg,street parking,1,1,2450
boston,apartment,900,2,1.0,0,w/d hookups,off-street parking,1,1,1650
boston,apartment,850,2,1.0,0,w/d in unit,off-street parking,0,0,2900
boston,apartment,800,2,1.0,0,laundry in bldg,off-street parking,0,0,1500
boston,apartment,880,2,1.0,1,laundry on site,off-street parking,0,0,1550
boston,apartment,1200,3,2.0,0,w/d in unit,street parking,1,0,3000
boston,apartment,1250,2,1.0,0,w/d hookups,street parking,0,0,1650
boston,townhouse,2000,3,2.0,0,laundry in bldg,street parking,1,1,2700
boston,apartment,850,1,1.0,0,w/d in unit,attached garage,1,1,2675
boston,apartment,1100,2,1.0,0,w/d hookups,off-street parking,0,0,2500
boston,apartment,999,4,1.0,0,w/d in unit,off-street parking,0,0,3400
boston,apartment,669,1,1.0,0,w/d in unit,off-street parking,0,0,2700
boston,apartment,700,1,1.0,0,laundry in bldg,off-street parking,1,0,1500
boston,apartment,825,1,1.0,0,laundry in bldg,off-street parking,1,0,1250
boston,apartment,1137,3,1.0,0,w/d in unit,street parking,1,0,2650
boston,loft,1050,2,1.0,0,w/d in unit,street parking,0,0,3200
boston,apartment,1450,3,1.0,1,w/d in unit,off-street parking,1,0,2500
boston,apartment,902,2,1.0,0,w/d in unit,off-street parking,1,1,1840
boston,apartment,2300,4,1.0,0,w/d hookups,street parking,0,0,3250
boston,apartment,1300,4,1.0,0,w/d hookups,street parking,0,0,3250
boston,apartment,905,2,1.0,0,w/d in unit,street parking,1,1,2900
boston,apartment,1150,2,1.0,0,laundry on site,off-street parking,0,0,2600
boston,apartment,800,2,1.0,1,laundry in bldg,no parking,0,0,1600
boston,apartment,1200,2,1.0,0,laundry in bldg,street parking,0,0,1200
boston,apartment,1100,3,1.0,0,w/d in unit,off-street parking,0,0,3000
boston,apartment,900,1,1.0,0,w/d hookups,off-street parking,1,0,1675
boston,apartment,1350,2,1.0,0,w/d in unit,off-street parking,0,0,1875
boston,apartment,1150,2,2.0,0,w/d in unit,off-street parking,1,1,3500
boston,house,2600,4,2.5,0,laundry on site,attached garage,0,0,6975
boston,apartment,1500,3,1.0,0,laundry in bldg,attached garage,1,1,2500
boston,house,1362,3,2.5,0,w/d hookups,off-street parking,0,1,2150
boston,apartment,1000,2,1.0,0,w/d hookups,off-street parking,0,0,1800
boston,condo,802,1,1.0,0,laundry in bldg,off-street parking,0,0,1650
boston,house,2652,4,2.5,0,w/d in unit,off-street parking,1,1,3500
boston,apartment,1050,2,1.0,0,laundry in bldg,off-street parking,1,1,1640
boston,apartment,775,1,1.0,0,laundry in bldg,off-street parking,1,1,1425
boston,condo,950,2,1.0,0,w/d hookups,off-street parking,0,0,1600
boston,apartment,1100,3,1.0,0,w/d hookups,street parking,0,0,2500
boston,apartment,500,2,1.0,0,laundry on site,attached garage,0,0,3245
boston,apartment,500,1,1.0,0,laundry on site,detached garage,0,0,2815
boston,apartment,850,1,1.0,0,laundry in bldg,attached garage,1,0,1950
boston,house,1166,3,2.0,0,laundry in bldg,off-street parking,0,0,2500
boston,condo,850,2,1.0,0,laundry in bldg,street parking,0,0,3000
boston,house,1464,3,1.5,0,w/d hookups,off-street parking,0,0,1595
boston,apartment,1200,2,1.0,0,w/d hookups,street parking,0,0,2300
boston,apartment,1200,2,1.0,0,laundry in bldg,off-street parking,0,0,2000
boston,apartment,1200,2,1.0,0,w/d in unit,off-street parking,0,0,2500
boston,apartment,436,2,1.0,0,w/d in unit,street parking,1,1,3450
boston,apartment,820,2,1.0,0,laundry in bldg,off-street parking,0,0,1400
boston,apartment,1200,2,1.0,0,laundry on site,street parking,1,0,1500
boston,apartment,1153,2,2.0,0,w/d in unit,off-street parking,1,1,2100
boston,apartment,1153,2,2.0,0,w/d in unit,off-street parking,0,0,2100
boston,apartment,600,1,1.0,0,no laundry on site,off-street parking,0,0,1750
boston,condo,996,2,2.0,1,w/d in unit,off-street parking,0,0,1650
boston,apartment,1300,3,1.0,0,w/d in unit,off-street parking,1,1,2700
boston,condo,2700,3,2.5,0,w/d hookups,attached garage,0,0,4100
boston,apartment,812,1,1.0,0,w/d in unit,attached garage,0,0,3150
boston,condo,1200,2,1.5,0,w/d in unit,street parking,0,0,2200
boston,apartment,516,1,1.5,0,w/d in unit,attached garage,0,0,1900
western massachusetts,apartment,1250,2,1.0,0,laundry in bldg,off-street parking,1,1,1395
boston,apartment,848,2,1.5,0,w/d in unit,attached garage,0,0,2400
boston,apartment,778,1,1.0,0,laundry on site,street parking,0,0,1600
boston,apartment,1100,1,1.0,0,laundry on site,off-street parking,0,0,1575
boston,apartment,708,1,1.0,0,laundry in bldg,off-street parking,0,0,1600
boston,apartment,1000,2,1.0,1,laundry in bldg,attached garage,0,1,3800
boston,apartment,830,1,1.0,0,w/d in unit,attached garage,1,1,2965
boston,apartment,2500,3,4.0,0,w/d in unit,off-street parking,0,0,3600
boston,apartment,1300,2,1.0,0,w/d in unit,off-street parking,0,0,1900
boston,apartment,765,1,1.0,0,laundry in bldg,off-street parking,0,0,2750
boston,apartment,370,4,1.0,0,w/d in unit,street parking,0,0,550
boston,apartment,600,1,1.0,0,laundry in bldg,off-street parking,0,0,1575
boston,apartment,1300,3,2.0,0,w/d in unit,detached garage,1,1,4547
boston,apartment,1200,2,2.0,0,w/d in unit,detached garage,1,1,3597
boston,house,2400,4,1.5,0,w/d in unit,off-street parking,0,0,2795
boston,apartment,325,1,1.0,1,laundry in bldg,off-street parking,0,0,1700
boston,apartment,308,1,1.0,0,laundry on site,attached garage,0,0,1250
boston,flat,1500,2,1.0,0,laundry on site,off-street parking,0,0,2190
boston,townhouse,1200,2,1.5,0,w/d hookups,attached garage,0,0,2300
boston,condo,900,2,1.5,0,laundry in bldg,street parking,0,0,3300
boston,apartment,1469,2,2.0,0,w/d in unit,attached garage,0,0,3750
boston,apartment,1000,2,2.0,1,w/d in unit,off-street parking,1,1,4000
boston,apartment,650,1,1.0,0,laundry in bldg,street parking,1,0,1850
boston,apartment,1500,3,1.5,0,no laundry on site,street parking,0,1,1500
boston,apartment,1500,3,1.0,0,w/d hookups,off-street parking,0,0,1900
boston,apartment,1100,3,1.0,0,w/d in unit,off-street parking,0,0,2150
boston,apartment,1500,4,1.0,1,w/d in unit,off-street parking,1,1,4000
boston,apartment,1500,3,1.0,1,w/d in unit,off-street parking,1,1,3000
boston,condo,700,2,1.0,1,w/d in unit,off-street parking,1,1,3000
boston,apartment,1100,2,1.0,0,w/d in unit,street parking,1,1,2300
boston,apartment,700,2,1.0,0,w/d in unit,attached garage,1,1,3000
boston,apartment,1000,2,2.0,1,w/d in unit,attached garage,1,1,3000
boston,apartment,700,1,1.0,1,w/d in unit,attached garage,1,1,2500
boston,apartment,940,2,2.0,0,w/d in unit,attached garage,1,1,3500
boston,apartment,2200,1,1.5,1,no laundry on site,off-street parking,1,1,2200
boston,apartment,1650,2,2.0,0,laundry in bldg,off-street parking,0,0,2900
boston,apartment,1180,2,2.0,0,w/d in unit,attached garage,0,0,3700
boston,apartment,800,2,1.0,0,laundry in bldg,street parking,0,0,1750
boston,apartment,741,1,1.0,0,w/d in unit,attached garage,1,1,2285
boston,apartment,2100,2,2.0,0,w/d in unit,off-street parking,0,0,850
boston,condo,1675,2,2.0,0,w/d in unit,attached garage,0,1,2300
boston,apartment,1080,2,1.5,0,laundry on site,off-street parking,0,0,1900
boston,condo,1207,2,2.0,0,w/d in unit,attached garage,1,1,3700
boston,apartment,975,1,1.0,0,w/d in unit,off-street parking,0,0,1900
boston,apartment,705,1,1.0,0,laundry in bldg,no parking,1,0,2350
boston,apartment,865,1,1.0,0,laundry in bldg,street parking,0,0,3195
boston,apartment,1050,2,1.0,0,laundry in bldg,off-street parking,0,0,3000
boston,townhouse,360,1,1.0,1,laundry in bldg,off-street parking,0,0,1080
boston,apartment,1000,2,1.0,0,w/d in unit,off-street parking,0,0,1795
boston,apartment,1400,3,1.0,0,laundry in bldg,street parking,0,0,2500
boston,apartment,1600,1,1.0,0,laundry in bldg,street parking,1,0,1375
boston,apartment,650,1,1.0,0,no laundry on site,off-street parking,1,0,1350
boston,apartment,1100,4,2.0,0,w/d in unit,street parking,1,0,3975
boston,apartment,1100,4,2.0,0,w/d in unit,street parking,1,0,2975
boston,apartment,925,2,2.0,0,w/d in unit,off-street parking,1,0,1950
boston,apartment,1600,3,1.0,0,laundry in bldg,street parking,0,0,2450
boston,apartment,1067,2,1.0,0,w/d in unit,street parking,0,0,2300
boston,townhouse,1599,2,1.5,0,w/d in unit,attached garage,1,0,3000
boston,apartment,1300,2,1.0,0,laundry in bldg,off-street parking,0,0,2300
boston,apartment,1600,4,2.5,0,laundry in bldg,off-street parking,0,0,3400
boston,apartment,1000,2,1.0,0,no laundry on site,off-street parking,0,0,1650
boston,apartment,1650,4,2.0,0,laundry in bldg,off-street parking,0,0,2950
boston,house,2225,4,2.0,0,w/d hookups,off-street parking,1,1,4500
boston,apartment,1200,3,1.0,0,w/d hookups,off-street parking,0,0,2300
boston,apartment,800,2,1.0,0,laundry in bldg,detached garage,1,1,2000
boston,apartment,500,1,1.0,0,laundry in bldg,street parking,1,0,1200
boston,apartment,900,2,1.0,0,laundry in bldg,off-street parking,0,0,1950
boston,apartment,575,1,1.0,1,laundry in bldg,street parking,0,0,3100
boston,apartment,700,1,1.0,0,w/d in unit,attached garage,0,0,2600
boston,apartment,800,2,1.0,0,w/d in unit,off-street parking,0,0,1500
boston,condo,1750,3,1.5,0,w/d hookups,off-street parking,0,0,1850
boston,apartment,1500,3,1.0,0,w/d in unit,off-street parking,0,0,1800
boston,apartment,1000,2,1.0,0,w/d in unit,off-street parking,1,1,2200
boston,apartment,1070,2,1.0,0,w/d in unit,off-street parking,1,1,2275
boston,apartment,1500,3,1.0,0,w/d hookups,off-street parking,0,0,2500
boston,townhouse,1400,3,1.5,0,w/d hookups,off-street parking,0,0,1750
boston,house,1567,2,1.0,0,laundry on site,off-street parking,1,1,3300
boston,house,2600,5,2.5,0,w/d in unit,off-street parking,0,1,6500
boston,apartment,750,1,1.0,0,w/d in unit,off-street parking,0,0,1200
boston,condo,814,1,1.0,1,w/d in unit,attached garage,1,1,1300
boston,apartment,940,2,1.0,0,laundry in bldg,off-street parking,0,0,1660
boston,apartment,875,2,1.0,0,laundry on site,off-street parking,0,0,1505
boston,apartment,1100,3,1.0,0,w/d hookups,no parking,0,0,1760
boston,apartment,566,1,1.0,0,laundry in bldg,off-street parking,0,0,1199
boston,apartment,1100,2,1.0,0,laundry in bldg,off-street parking,0,0,2200
boston,house,1300,3,2.0,0,w/d hookups,off-street parking,0,0,2495
western massachusetts,apartment,745,2,1.0,0,laundry on site,off-street parking,0,0,1200
boston,house,1600,4,1.0,0,laundry in bldg,off-street parking,0,1,600
boston,apartment,3200,5,3.0,1,w/d in unit,off-street parking,0,0,4500
boston,apartment,1000,2,1.0,0,laundry in bldg,off-street parking,0,0,2275
boston,apartment,1700,3,1.0,0,laundry in bldg,off-street parking,0,0,2350
boston,house,1100,2,1.0,0,laundry in bldg,off-street parking,1,0,1975
boston,apartment,950,2,1.0,0,w/d hookups,off-street parking,1,0,1950
boston,apartment,1000,3,1.5,0,w/d in unit,off-street parking,0,0,3100
boston,house,1100,2,1.0,0,w/d hookups,off-street parking,0,0,1995
boston,apartment,1000,2,1.5,0,laundry in bldg,off-street parking,1,1,1725
boston,house,2225,4,1.5,0,w/d hookups,off-street parking,1,1,4500
boston,condo,1150,3,1.5,0,w/d hookups,off-street parking,0,0,3000
boston,apartment,1100,2,1.5,0,w/d hookups,off-street parking,0,0,2400
boston,apartment,1200,3,1.0,0,no laundry on site,off-street parking,0,0,2600
boston,apartment,1200,2,1.0,0,laundry in bldg,off-street parking,0,0,2600
boston,house,1100,2,1.0,0,laundry in bldg,off-street parking,0,0,2400
boston,apartment,980,2,1.0,0,laundry on site,off-street parking,0,0,1800
boston,apartment,1000,2,1.0,0,no laundry on site,street parking,1,0,1900
boston,house,1000,2,1.0,0,laundry on site,off-street parking,0,0,2100
boston,apartment,1000,2,2.0,1,w/d in unit,off-street parking,1,1,2500
boston,condo,760,1,1.0,1,w/d in unit,attached garage,1,1,1500
boston,apartment,1350,2,1.0,0,laundry on site,off-street parking,0,0,1800
boston,apartment,800,2,1.0,0,w/d hookups,off-street parking,0,0,1800
boston,apartment,1000,2,1.0,0,w/d in unit,street parking,0,0,2200
boston,apartment,550,1,1.0,1,laundry in bldg,street parking,0,0,3300
worcester / central MA,loft,1300,2,2.0,0,w/d hookups,off-street parking,0,0,1700
boston,apartment,900,1,1.0,1,laundry in bldg,street parking,0,0,1600
boston,apartment,700,1,1.0,0,laundry in bldg,attached garage,0,0,1495
boston,apartment,808,1,1.0,0,w/d in unit,attached garage,1,1,3010
boston,condo,750,1,1.0,0,w/d in unit,attached garage,0,0,2900
boston,apartment,1800,4,2.0,1,laundry in bldg,off-street parking,0,0,3500
boston,apartment,520,1,1.0,0,w/d in unit,off-street parking,1,1,1614
boston,condo,935,1,1.0,1,w/d in unit,attached garage,1,1,1800
boston,apartment,996,2,2.0,0,laundry in bldg,attached garage,1,1,3585
boston,condo,801,1,1.0,0,laundry in bldg,attached garage,0,0,2700
boston,apartment,1700,3,3.0,1,w/d in unit,street parking,0,1,1600
boston,apartment,1350,3,1.0,0,laundry on site,street parking,1,0,1950
boston,apartment,1150,2,1.0,0,laundry on site,off-street parking,1,0,1695
boston,apartment,950,2,1.0,0,laundry in bldg,street parking,1,0,2100
boston,apartment,3100,4,3.5,0,w/d in unit,attached garage,0,0,5395
boston,apartment,1100,3,1.0,0,w/d hookups,off-street parking,1,1,2450
boston,apartment,1100,3,1.0,0,laundry on site,off-street parking,0,0,2350
boston,apartment,800,2,1.0,0,laundry in bldg,off-street parking,0,0,1600
boston,apartment,1100,2,1.0,0,laundry in bldg,off-street parking,0,0,2100
boston,condo,1030,2,1.0,0,laundry in bldg,off-street parking,0,0,2400
boston,apartment,1411,2,1.0,0,w/d in unit,off-street parking,0,0,2100
boston,apartment,1000,1,1.0,0,laundry in bldg,street parking,0,0,2950
boston,apartment,755,1,1.5,0,w/d in unit,off-street parking,0,0,1725
boston,apartment,1663,2,2.5,0,w/d in unit,street parking,0,0,5500
boston,apartment,695,1,1.0,0,laundry in bldg,street parking,1,0,1575
boston,apartment,900,3,1.0,0,laundry on site,street parking,1,1,3100
boston,apartment,1366,3,1.0,0,laundry on site,off-street parking,0,0,2650
boston,apartment,500,1,1.0,0,laundry in bldg,no parking,0,0,1895
boston,condo,1230,2,2.0,0,w/d in unit,attached garage,1,1,4000
boston,apartment,900,1,1.0,0,laundry in bldg,off-street parking,0,0,1700
boston,apartment,1400,3,1.0,0,laundry in bldg,off-street parking,1,1,3200
boston,apartment,1200,3,1.0,0,laundry in bldg,off-street parking,1,1,3000
western massachusetts,condo,580,1,1.0,0,laundry in bldg,street parking,1,0,895
boston,apartment,503,1,1.0,0,laundry in bldg,street parking,0,0,2300
boston,apartment,987,2,2.0,0,w/d in unit,attached garage,1,1,3500
boston,apartment,706,1,1.0,0,w/d in unit,attached garage,1,1,2800
boston,apartment,1000,2,2.0,1,w/d in unit,off-street parking,1,1,3500
boston,apartment,818,2,2.0,0,laundry in bldg,attached garage,0,0,3200
boston,apartment,589,1,1.0,0,laundry in bldg,attached garage,0,0,2750
boston,apartment,1100,3,1.5,1,laundry on site,carport,0,0,3300
boston,apartment,720,1,1.0,0,laundry in bldg,street parking,1,0,1695
boston,apartment,1000,3,1.0,0,no laundry on site,off-street parking,0,0,1150
boston,apartment,1700,2,1.0,0,w/d in unit,off-street parking,0,0,2000
boston,apartment,1300,3,2.0,0,w/d in unit,no parking,0,0,3800
boston,apartment,1400,2,1.0,0,w/d hookups,detached garage,1,0,2050
boston,apartment,1000,2,2.0,0,w/d in unit,attached garage,1,1,3500
boston,apartment,625,1,1.0,0,w/d in unit,attached garage,1,1,2700
boston,apartment,810,2,1.0,0,laundry on site,attached garage,1,0,2800
boston,apartment,625,1,1.0,0,laundry on site,attached garage,1,0,2600
boston,house,1250,2,1.0,0,w/d in unit,off-street parking,0,0,2175
boston,apartment,1180,2,1.0,0,laundry on site,attached garage,1,1,3600
boston,apartment,700,1,1.0,0,laundry on site,attached garage,1,1,2800
boston,apartment,1021,2,2.0,0,laundry on site,attached garage,1,1,4000
boston,apartment,673,1,1.0,0,laundry on site,attached garage,1,1,2850
boston,apartment,950,3,1.0,0,laundry in bldg,off-street parking,0,0,1800
bemidji,apartment,744,2,1.0,0,laundry in bldg,detached garage,0,0,700
boston,apartment,1800,2,2.0,0,w/d in unit,off-street parking,1,1,3100
boston,apartment,1100,2,1.0,1,w/d in unit,off-street parking,0,0,1700
boston,apartment,1200,2,2.0,0,w/d in unit,off-street parking,0,0,2500
boston,apartment,688,1,1.0,0,laundry in bldg,off-street parking,0,0,2000
boston,apartment,800,2,1.0,1,w/d in unit,off-street parking,0,0,1600
boston,apartment,750,1,1.0,0,laundry on site,off-street parking,1,1,1377
boston,apartment,1744,3,2.5,0,laundry on site,attached garage,0,0,5200
boston,apartment,1280,2,2.0,0,laundry on site,attached garage,0,0,3800
boston,apartment,1070,2,1.0,0,laundry on site,off-street parking,1,1,1492
boston,condo,669,2,2.0,0,laundry in bldg,no parking,0,0,2900
boston,apartment,800,2,2.5,0,laundry in bldg,off-street parking,1,1,1495
boston,apartment,1000,2,2.5,0,laundry in bldg,off-street parking,1,1,1800
boston,apartment,1000,2,2.5,0,laundry in bldg,off-street parking,1,1,1495
boston,apartment,1400,4,2.0,0,no laundry on site,no parking,0,0,3000
boston,apartment,870,1,1.0,0,laundry in bldg,off-street parking,1,1,1595
boston,apartment,2023,5,2.0,0,w/d in unit,off-street parking,1,1,5950
boston,house,1250,2,1.0,0,w/d in unit,off-street parking,1,1,2200
boston,condo,1250,3,2.0,0,laundry in bldg,off-street parking,1,0,2195
boston,apartment,550,1,1.0,0,w/d hookups,no parking,0,0,1190
boston,apartment,559,1,1.0,0,laundry in bldg,street parking,0,0,2500
boston,condo,1500,2,1.0,0,w/d in unit,off-street parking,0,0,2200
boston,apartment,950,2,1.0,0,w/d in unit,street parking,1,1,2000
boston,apartment,550,1,1.0,1,laundry in bldg,off-street parking,0,0,1600
boston,apartment,740,2,1.0,0,laundry in bldg,off-street parking,0,0,1800
boston,apartment,1700,3,1.5,0,w/d in unit,no parking,0,0,3750
boston,apartment,1200,2,1.0,0,w/d in unit,off-street parking,0,0,1950
boston,apartment,900,2,1.0,0,w/d in unit,off-street parking,0,0,1600
boston,apartment,936,2,1.0,0,laundry on site,off-street parking,1,0,1460
boston,apartment,3050,5,1.0,0,w/d in unit,street parking,0,1,3050
boston,apartment,2200,5,3.0,0,w/d hookups,off-street parking,1,1,2300
boston,apartment,800,1,2.0,0,laundry in bldg,off-street parking,1,1,2300
boston,apartment,840,2,2.0,0,laundry in bldg,off-street parking,1,1,3150
boston,apartment,825,2,1.0,0,laundry in bldg,off-street parking,0,0,1400
boston,apartment,1500,3,1.0,0,no laundry on site,off-street parking,0,0,850
boston,apartment,1400,2,1.0,0,laundry in bldg,off-street parking,0,0,1800
boston,apartment,800,2,1.0,0,laundry in bldg,off-street parking,0,0,1650
boston,apartment,1380,1,1.5,0,w/d hookups,off-street parking,0,0,2250
boston,apartment,2000,3,1.0,0,w/d in unit,off-street parking,1,1,2450
boston,duplex,1100,2,1.0,0,laundry on site,off-street parking,0,0,2400
boston,apartment,710,2,1.0,1,w/d in unit,attached garage,1,1,3000
boston,apartment,600,1,1.0,1,w/d in unit,attached garage,1,1,2400
boston,apartment,1130,2,2.0,0,w/d in unit,attached garage,0,0,3500
boston,apartment,800,2,2.0,1,w/d in unit,attached garage,1,1,2700
boston,apartment,600,1,1.0,1,w/d in unit,attached garage,1,1,2500
boston,apartment,1100,2,2.0,0,w/d in unit,attached garage,1,1,3200
boston,apartment,740,1,1.0,0,w/d in unit,attached garage,1,1,2600
boston,apartment,540,1,1.0,0,w/d in unit,off-street parking,1,1,1350
boston,apartment,1400,2,1.0,0,w/d in unit,off-street parking,0,0,1950
boston,house,1500,3,2.0,0,w/d hookups,off-street parking,1,1,2800
boston,apartment,1300,3,1.5,0,w/d hookups,detached garage,0,0,1450
boston,apartment,800,1,1.0,0,w/d in unit,attached garage,1,1,2199
boston,apartment,1200,2,1.0,0,w/d in unit,street parking,0,0,2500
boston,apartment,704,1,1.0,0,laundry in bldg,off-street parking,1,1,2572
boston,apartment,1434,3,2.5,0,w/d in unit,off-street parking,1,0,4995
boston,house,1415,3,1.5,0,w/d in unit,attached garage,0,1,2595
boston,apartment,650,2,1.0,1,laundry on site,street parking,0,0,2300
boston,apartment,735,2,1.0,0,laundry in bldg,off-street parking,0,0,2595
boston,apartment,700,1,1.0,0,laundry in bldg,off-street parking,0,0,1575
boston,apartment,960,2,2.0,0,laundry in bldg,attached garage,1,0,2800
boston,apartment,1175,2,2.0,0,w/d in unit,off-street parking,0,0,2299
worcester / central MA,apartment,1576,3,2.0,1,w/d in unit,attached garage,1,1,950
boston,apartment,1500,3,2.0,1,w/d in unit,off-street parking,1,1,4500
boston,apartment,1000,3,2.0,0,w/d in unit,detached garage,0,0,2800
boston,apartment,1000,2,2.0,0,w/d in unit,attached garage,1,1,2950
boston,apartment,1000,3,2.0,1,w/d in unit,off-street parking,1,1,2250
boston,apartment,600,1,1.0,1,laundry in bldg,attached garage,1,1,3500
boston,apartment,1200,2,2.0,0,laundry in bldg,off-street parking,0,0,2125
boston,apartment,1000,2,1.0,0,laundry in bldg,street parking,1,1,2750
boston,apartment,1102,1,1.0,0,w/d in unit,attached garage,1,1,2193
boston,apartment,750,2,1.0,1,w/d in unit,attached garage,1,1,4400
boston,house,1500,2,2.0,0,w/d in unit,street parking,1,0,4500
boston,house,1700,3,2.0,0,w/d in unit,off-street parking,0,0,3200
boston,apartment,950,1,1.0,0,laundry on site,off-street parking,0,0,1800
boston,apartment,830,3,1.0,1,w/d in unit,street parking,1,1,3350
boston,house,1700,4,1.0,0,laundry in bldg,off-street parking,1,0,3900
boston,apartment,750,1,2.0,0,w/d in unit,off-street parking,0,0,1450
boston,apartment,900,2,1.0,0,laundry in bldg,attached garage,0,0,1200
boston,condo,1100,2,2.0,0,w/d in unit,off-street parking,1,1,2750
boston,apartment,718,1,1.0,0,w/d in unit,attached garage,1,1,2295
boston,apartment,3300,3,2.5,1,w/d in unit,off-street parking,0,1,3300
boston,apartment,1182,2,1.0,0,w/d hookups,off-street parking,1,1,2000
boston,apartment,1000,2,1.0,0,w/d in unit,off-street parking,1,1,2000
boston,apartment,1000,2,1.0,0,laundry in bldg,off-street parking,0,1,2200
boston,apartment,1073,2,2.0,0,w/d in unit,off-street parking,0,0,2400
boston,apartment,1950,1,1.0,0,laundry in bldg,street parking,1,0,1950
boston,house,2040,4,1.5,0,w/d in unit,attached garage,0,0,2000
boston,apartment,785,1,1.0,1,w/d in unit,attached garage,1,1,2800
boston,apartment,1300,3,2.0,0,laundry in bldg,street parking,1,1,2000
worcester / central MA,apartment,1026,1,1.0,0,laundry on site,off-street parking,1,0,1480
boston,house,1200,1,3.0,1,w/d in unit,attached garage,1,0,975
boston,apartment,725,1,1.0,0,laundry in bldg,attached garage,1,0,2200
boston,apartment,850,2,1.0,0,laundry in bldg,off-street parking,0,0,1450
boston,apartment,750,2,1.0,0,laundry in bldg,off-street parking,0,0,1350
boston,apartment,650,2,1.0,0,w/d in unit,street parking,1,1,2850
boston,apartment,1300,3,1.0,0,laundry in bldg,street parking,0,0,2500
boston,townhouse,2166,3,2.5,0,w/d in unit,attached garage,0,0,3500
boston,apartment,700,4,1.0,0,no laundry on site,off-street parking,1,0,2000
boston,apartment,648,1,1.0,0,laundry on site,detached garage,0,1,1824
boston,apartment,500,1,1.0,0,laundry in bldg,street parking,0,0,1725
boston,apartment,1600,2,1.0,0,laundry on site,off-street parking,0,0,2000
boston,apartment,983,2,2.0,0,w/d in unit,off-street parking,0,0,1750
boston,flat,1200,2,1.0,0,w/d hookups,off-street parking,0,0,2200
boston,apartment,609,1,1.0,0,laundry on site,detached garage,0,1,1804
boston,flat,1400,2,1.0,0,laundry on site,off-street parking,0,0,2200
boston,condo,1921,3,1.0,0,laundry in bldg,detached garage,1,1,3500
boston,house,1200,2,2.0,0,laundry on site,off-street parking,0,0,2400
boston,flat,1300,2,1.0,0,laundry in bldg,off-street parking,1,1,2200
boston,apartment,1200,2,2.0,0,laundry on site,off-street parking,0,0,2040
boston,flat,1200,2,1.0,0,w/d hookups,detached garage,1,0,2050
boston,townhouse,2650,5,2.0,0,w/d in unit,detached garage,1,1,3800
boston,apartment,1002,3,1.5,0,w/d in unit,off-street parking,0,0,2850
boston,apartment,990,2,1.0,0,w/d in unit,off-street parking,1,1,1999
boston,apartment,675,1,1.0,0,laundry in bldg,off-street parking,1,0,1500
boston,apartment,840,2,1.0,0,laundry in bldg,off-street parking,1,0,1790
boston,apartment,300,1,1.0,1,no laundry on site,off-street parking,0,0,975
boston,apartment,2200,2,1.0,0,laundry on site,off-street parking,0,0,2200
boston,apartment,1422,5,2.0,0,laundry in bldg,off-street parking,0,0,3700
ann arbor,apartment,1023,2,2.0,0,w/d in unit,carport,1,1,1546
boston,apartment,956,1,1.0,0,w/d in unit,attached garage,0,0,2700
boston,apartment,1000,2,2.0,0,w/d in unit,attached garage,1,1,3750
boston,apartment,1200,3,2.0,0,w/d in unit,attached garage,1,1,4000
boston,apartment,1000,2,2.0,0,w/d in unit,attached garage,1,1,3000
boston,apartment,600,1,1.0,0,w/d in unit,attached garage,1,1,2400
boston,apartment,3000,6,3.0,1,w/d in unit,off-street parking,1,1,10000
boston,apartment,1100,2,1.0,0,w/d hookups,off-street parking,0,0,1785
boston,apartment,2000,5,2.0,1,w/d in unit,off-street parking,1,1,5000
boston,apartment,1000,3,2.0,1,w/d in unit,off-street parking,1,1,2650
boston,apartment,1000,2,2.0,1,w/d in unit,off-street parking,1,1,2400
boston,apartment,1000,3,1.0,0,laundry on site,off-street parking,0,0,1750
boston,apartment,1000,2,1.0,0,laundry in bldg,detached garage,1,1,1850
boston,apartment,1350,2,2.0,0,w/d in unit,off-street parking,0,0,3000
boston,apartment,1566,2,2.5,0,w/d in unit,detached garage,0,0,2200
